id,group_id,car_id,quantity
1,1,20001,197
2,1,20002,127
3,1,20003,198
4,1,20004,142
5,1,20005,108
6,1,20006,157
7,1,20007,106
8,1,20008,15
9,1,20009,100
10,1,20010,195
11,1,20011,29
12,1,20012,61
13,1,20013,61
14,1,20014,67
15,1,20015,89
16,1,20016,123
17,1,20017,94
18,1,20018,27
19,1,20019,113
20,1,20020,99
21,1,20021,142
22,1,20022,51
23,1,20023,77
24,1,20024,119
25,1,20025,141
26,1,20026,80
27,1,20027,110
28,1,20028,92
29,1,20029,139
30,1,20030,114
31,1,20031,56
32,1,20032,177
33,1,20033,48
34,1,20034,31
35,1,20035,74
36,1,20036,167
37,1,20037,166
38,1,20038,178
39,1,20039,167
40,1,20040,185
41,1,20041,147
42,1,20042,190
43,1,20043,131
44,1,20044,85
45,1,20045,181
46,1,20046,31
47,1,20047,121
48,1,20048,129
49,1,20049,123
50,1,20050,169
51,1,20051,34
52,1,20052,126
53,1,20053,23
54,1,20054,75
55,1,20055,15
56,1,20056,119
57,1,20057,74
58,1,20058,129
59,1,20059,58
60,1,20060,174
61,1,20061,132
62,1,20062,66
63,1,20063,160
64,1,20064,178
65,1,20197,185
66,1,20198,197
67,1,20199,116
68,1,20200,109
69,1,20201,143
70,1,20202,106
71,1,20203,179
72,1,20204,122
73,1,20205,189
74,1,20206,100
75,1,20207,161
76,1,20208,33
77,1,20209,126
78,1,20210,96
79,1,20211,175
80,1,20212,32
81,1,20213,173
82,1,20214,62
83,1,20215,155
84,1,20216,175
85,1,20217,194
86,1,20218,13
87,1,20219,40
88,1,20220,16
89,1,20221,191
90,1,20222,63
91,1,20223,103
92,1,20224,185
93,1,20225,155
94,1,20226,14
95,1,20227,32
96,1,20228,176
97,1,20229,115
98,1,20230,180
99,1,20231,115
100,1,20232,178
101,1,20233,98
102,1,20234,20
103,1,20235,147
104,1,20236,35
105,1,20237,134
106,1,20238,91
107,1,20239,88
108,1,20240,148
109,1,20241,66
110,1,20242,111
111,2,20001,160
112,2,20002,148
113,2,20003,158
114,2,20004,12
115,2,20005,75
116,2,20006,40
117,2,20007,106
118,2,20008,82
119,2,20009,160
120,2,20010,102
121,2,20011,169
122,2,20012,122
123,2,20013,17
124,2,20014,193
125,2,20015,123
126,2,20016,17
127,2,20017,141
128,2,20018,24
129,2,20019,98
130,2,20020,93
131,2,20021,14
132,2,20022,166
133,2,20023,150
134,2,20024,29
135,2,20025,104
136,2,20026,165
137,2,20027,73
138,2,20028,89
139,2,20029,169
140,2,20030,123
141,2,20031,82
142,2,20032,181
143,2,20033,176
144,2,20034,146
145,2,20035,144
146,2,20036,70
147,2,20037,180
148,2,20038,111
149,2,20039,46
150,2,20040,140
151,2,20041,130
152,2,20042,86
153,2,20043,151
154,2,20044,74
155,2,20045,168
156,2,20046,100
157,2,20047,21
158,2,20048,33
159,2,20049,199
160,2,20050,140
161,2,20051,123
162,2,20052,155
163,2,20053,96
164,2,20054,22
165,2,20055,147
166,2,20056,160
167,2,20057,58
168,2,20058,122
169,2,20059,75
170,2,20060,169
171,2,20061,175
172,2,20062,139
173,2,20063,34
174,2,20064,92
175,2,20197,127
176,2,20198,47
177,2,20199,102
178,2,20200,146
179,2,20201,129
180,2,20202,137
181,2,20203,162
182,2,20204,98
183,2,20205,166
184,2,20206,130
185,2,20207,105
186,2,20208,81
187,2,20209,164
188,2,20210,126
189,2,20211,154
190,2,20212,61
191,2,20213,90
192,2,20214,161
193,2,20215,162
194,2,20216,157
195,2,20217,124
196,2,20218,136
197,2,20219,85
198,2,20220,28
199,2,20221,54
200,2,20222,74
201,2,20223,57
202,2,20224,55
203,2,20225,147
204,2,20226,133
205,2,20227,25
206,2,20228,112
207,2,20229,74
208,2,20230,47
209,2,20231,125
210,2,20232,149
211,2,20233,160
212,2,20234,178
213,2,20235,107
214,2,20236,107
215,2,20237,80
216,2,20238,195
217,2,20239,57
218,2,20240,153
219,2,20241,180
220,2,20242,162
221,3,20001,173
222,3,20002,69
223,3,20003,180
224,3,20004,58
225,3,20005,172
226,3,20006,131
227,3,20007,105
228,3,20008,92
229,3,20009,62
230,3,20010,10
231,3,20011,62
232,3,20012,131
233,3,20013,145
234,3,20014,26
235,3,20015,159
236,3,20016,13
237,3,20017,184
238,3,20018,43
239,3,20019,156
240,3,20020,168
241,3,20021,46
242,3,20022,115
243,3,20023,81
244,3,20024,195
245,3,20025,61
246,3,20026,79
247,3,20027,23
248,3,20028,23
249,3,20029,103
250,3,20030,100
251,3,20031,101
252,3,20032,19
253,3,20033,131
254,3,20034,85
255,3,20035,84
256,3,20036,73
257,3,20037,90
258,3,20038,12
259,3,20039,141
260,3,20040,198
261,3,20041,98
262,3,20042,28
263,3,20043,187
264,3,20044,156
265,3,20045,77
266,3,20046,39
267,3,20047,49
268,3,20048,193
269,3,20049,120
270,3,20050,167
271,3,20051,173
272,3,20052,67
273,3,20053,196
274,3,20054,67
275,3,20055,72
276,3,20056,50
277,3,20057,78
278,3,20058,64
279,3,20059,151
280,3,20060,39
281,3,20061,150
282,3,20062,171
283,3,20063,115
284,3,20064,49
285,3,20197,114
286,3,20198,161
287,3,20199,159
288,3,20200,193
289,3,20201,185
290,3,20202,39
291,3,20203,90
292,3,20204,179
293,3,20205,127
294,3,20206,106
295,3,20207,63
296,3,20208,148
297,3,20209,139
298,3,20210,79
299,3,20211,176
300,3,20212,126
301,3,20213,134
302,3,20214,16
303,3,20215,172
304,3,20216,48
305,3,20217,176
306,3,20218,166
307,3,20219,85
308,3,20220,161
309,3,20221,53
310,3,20222,198
311,3,20223,43
312,3,20224,177
313,3,20225,36
314,3,20226,62
315,3,20227,154
316,3,20228,49
317,3,20229,24
318,3,20230,170
319,3,20231,58
320,3,20232,144
321,3,20233,73
322,3,20234,81
323,3,20235,22
324,3,20236,124
325,3,20237,166
326,3,20238,23
327,3,20239,69
328,3,20240,109
329,3,20241,190
330,3,20242,48
331,4,20001,146
332,4,20002,98
333,4,20003,190
334,4,20004,145
335,4,20005,45
336,4,20006,185
337,4,20007,199
338,4,20008,105
339,4,20009,50
340,4,20010,158
341,4,20011,95
342,4,20012,78
343,4,20013,22
344,4,20014,129
345,4,20015,23
346,4,20016,142
347,4,20017,19
348,4,20018,158
349,4,20019,180
350,4,20020,92
351,4,20021,78
352,4,20022,169
353,4,20023,187
354,4,20024,162
355,4,20025,97
356,4,20026,167
357,4,20027,49
358,4,20028,92
359,4,20029,153
360,4,20030,164
361,4,20031,81
362,4,20032,96
363,4,20033,155
364,4,20034,73
365,4,20035,85
366,4,20036,105
367,4,20037,107
368,4,20038,112
369,4,20039,156
370,4,20040,185
371,4,20041,152
372,4,20042,96
373,4,20043,52
374,4,20044,144
375,4,20045,153
376,4,20046,176
377,4,20047,196
378,4,20048,57
379,4,20049,112
380,4,20050,139
381,4,20051,135
382,4,20052,71
383,4,20053,153
384,4,20054,143
385,4,20055,14
386,4,20056,43
387,4,20057,54
388,4,20058,121
389,4,20059,37
390,4,20060,81
391,4,20061,106
392,4,20062,29
393,4,20063,10
394,4,20064,154
395,4,20197,115
396,4,20198,32
397,4,20199,44
398,4,20200,99
399,4,20201,32
400,4,20202,22
401,4,20203,170
402,4,20204,197
403,4,20205,80
404,4,20206,172
405,4,20207,52
406,4,20208,172
407,4,20209,115
408,4,20210,180
409,4,20211,153
410,4,20212,196
411,4,20213,102
412,4,20214,46
413,4,20215,67
414,4,20216,160
415,4,20217,134
416,4,20218,32
417,4,20219,65
418,4,20220,168
419,4,20221,113
420,4,20222,52
421,4,20223,180
422,4,20224,139
423,4,20225,142
424,4,20226,199
425,4,20227,188
426,4,20228,75
427,4,20229,145
428,4,20230,198
429,4,20231,128
430,4,20232,140
431,4,20233,121
432,4,20234,118
433,4,20235,52
434,4,20236,30
435,4,20237,148
436,4,20238,195
437,4,20239,111
438,4,20240,128
439,4,20241,89
440,4,20242,23
441,5,20001,173
442,5,20002,190
443,5,20003,150
444,5,20004,108
445,5,20005,110
446,5,20006,43
447,5,20007,173
448,5,20008,44
449,5,20009,72
450,5,20010,98
451,5,20011,43
452,5,20012,120
453,5,20013,120
454,5,20014,15
455,5,20015,188
456,5,20016,36
457,5,20017,169
458,5,20018,105
459,5,20019,72
460,5,20020,158
461,5,20021,110
462,5,20022,86
463,5,20023,183
464,5,20024,92
465,5,20025,10
466,5,20026,95
467,5,20027,42
468,5,20028,151
469,5,20029,107
470,5,20030,37
471,5,20031,167
472,5,20032,97
473,5,20033,69
474,5,20034,85
475,5,20035,106
476,5,20036,53
477,5,20037,130
478,5,20038,97
479,5,20039,195
480,5,20040,55
481,5,20041,108
482,5,20042,23
483,5,20043,164
484,5,20044,104
485,5,20045,109
486,5,20046,12
487,5,20047,14
488,5,20048,179
489,5,20049,122
490,5,20050,10
491,5,20051,163
492,5,20052,70
493,5,20053,106
494,5,20054,99
495,5,20055,162
496,5,20056,128
497,5,20057,66
498,5,20058,169
499,5,20059,68
500,5,20060,24
501,5,20061,110
502,5,20062,154
503,5,20063,58
504,5,20064,94
505,5,20197,153
506,5,20198,37
507,5,20199,156
508,5,20200,199
509,5,20201,45
510,5,20202,160
511,5,20203,109
512,5,20204,193
513,5,20205,68
514,5,20206,100
515,5,20207,45
516,5,20208,72
517,5,20209,19
518,5,20210,107
519,5,20211,184
520,5,20212,157
521,5,20213,151
522,5,20214,138
523,5,20215,13
524,5,20216,158
525,5,20217,92
526,5,20218,192
527,5,20219,29
528,5,20220,14
529,5,20221,32
530,5,20222,188
531,5,20223,66
532,5,20224,57
533,5,20225,74
534,5,20226,51
535,5,20227,89
536,5,20228,40
537,5,20229,128
538,5,20230,20
539,5,20231,40
540,5,20232,33
541,5,20233,109
542,5,20234,145
543,5,20235,72
544,5,20236,36
545,5,20237,143
546,5,20238,36
547,5,20239,137
548,5,20240,41
549,5,20241,178
550,5,20242,79
